crop_name,soil_type,soil_moisture_level,temperature,humidity,rainfall,region_name,season,crop_age_in_days,predicted_disease_name
paddy,blackcottonsoils,76,28,89,500,guntur,rabi,36,footrot
paddy,blacksoil,71,29,86,455,kurnool,kharif,41,footrot
paddy,redsoil,67,28,83,394,kadapa,rabi,36,footrot
paddy,clayloam,77,27,89,260,krishna,rabi,61,leafscald
paddy,alluvialsoils,79,27,86,450,guntur,rabi,61,leafscald
paddy,redloams,75,29,89,410,chittoor,rabi,61,bacterialpanicleblight
groundnut,redsoils,63,28,76,277,srikakulam,rabi,66,rust
groundnut,redsoils,83,29,89,705,srikakulam,kharif,56,tikkaleafspots
groundnut,redsoils,81,28,87,705,srikakulam,kharif,61,earlyleafspot
groundnut,redsoils,79,30,88,705,srikakulam,kharif,66,lateleafspot
groundnut,redsoils,77,31,86,705,srikakulam,kharif,71,rust
groundnut,redsoils,75,29,84,705,srikakulam,kharif,51,collarrot
groundnut,redsoils,74,30,85,705,srikakulam,kharif,61,rootrot
groundnut,redsoils,73,29,83,705,srikakulam,kharif,66,groundnutbudnecrosisdisease
groundnut,redsoils,72,27,81,705,srikakulam,kharif,56,rosette
groundnut,redsoils,71,28,82,705,srikakulam,kharif,61,stemrot
groundnut,redsoils,70,30,84,705,srikakulam,kharif,66,yellowmould
groundnut,redsoils,69,31,85,705,srikakulam,kharif,71,greymould
groundnut,redsoils,68,29,87,705,srikakulam,kharif,76,bacterialwilt
groundnut,redsoils,67,27,81,705,srikakulam,kharif,51,anthracnose
groundnut,redsoils,66,29,86,705,srikakulam,kharif,61,indianpeanutclumpdisease
groundnut,redsoils,71,26,73,277,srikakulam,rabi,61,tikkaleafspots
groundnut,redsoils,69,27,76,277,srikakulam,rabi,66,earlyleafspot
groundnut,redsoils,67,28,77,277,srikakulam,rabi,71,lateleafspot
groundnut,redsoils,65,29,79,277,srikakulam,rabi,61,collarrot
groundnut,redsoils,64,27,75,277,srikakulam,rabi,56,rootrot
groundnut,redsandyloams,71,28,86,692,vizayanagaram,kharif,66,tikkaleafspots
groundnut,redsandyclayloams,73,29,85,692,vizayanagaram,kharif,61,earlyleafspot
groundnut,redloamysandysoils,72,30,84,692,vizayanagaram,kharif,71,lateleafspot
groundnut,clayloam,70,27,83,692,vizayanagaram,kharif,76,rust
groundnut,redsandyclayloams,69,31,81,692,vizayanagaram,kharif,56,rosette
groundnut,redsandyloams,68,29,79,692,vizayanagaram,kharif,61,budnecrosis
groundnut,sandysoils,66,32,77,692,vizayanagaram,kharif,71,rootrot
groundnut,redloamysandysoils,67,28,76,692,vizayanagaram,kharif,66,collarrot
groundnut,redsandyloams,71,29,78,246,vizayanagaram,rabi,61,tikkaleafspots
groundnut,clay,72,27,81,246,vizayanagaram,rabi,66,lateleafspot
groundnut,redsandyclayloams,73,29,83,246,vizayanagaram,rabi,71,budnecrosis
groundnut,sandysoils,69,30,82,246,vizayanagaram,rabi,56,stemrot
groundnut,redloamysandysoils,71,28,84,246,vizayanagaram,rabi,51,anthracnose
groundnut,redclayloams,71,28,89,713,visakhapatnam,kharif,61,tikkaleafspots
groundnut,redsandyloams,73,29,86,713,visakhapatnam,kharif,66,rust
groundnut,redclayloams,69,30,85,713,visakhapatnam,kharif,71,collarrot
groundnut,redsandyloams,67,31,83,713,visakhapatnam,kharif,76,lateleafspot
groundnut,coastalsandysoils,65,29,81,713,visakhapatnam,kharif,61,groundnutbudnecrosisdisease
groundnut,redclayloams,68,27,88,713,visakhapatnam,kharif,56,earlyleafspot
groundnut,redsandyloams,71,28,87,713,visakhapatnam,kharif,51,rootrot
groundnut,redclayloams,66,30,89,713,visakhapatnam,kharif,66,stemrot
groundnut,redsandyloams,70,29,90,713,visakhapatnam,kharif,61,anthracnose
groundnut,redclayloams,72,29,91,713,visakhapatnam,kharif,71,rosette
groundnut,clayloamysoils,31,27,81,760,eastgodavari,kharif,46,tikkaleafspots
groundnut,redsandyloams,26,26,79,760,eastgodavari,kharif,51,earlyleafspot
groundnut,sandyclayloams,23,28,82,760,eastgodavari,kharif,61,lateleafspot
groundnut,clayloamysoils,33,29,86,760,eastgodavari,kharif,66,rust
groundnut,sandyclayloams,21,24,76,304,eastgodavari,rabi,31,collarrot
groundnut,clayloamysoils,29,23,73,304,eastgodavari,rabi,41,rootrot
groundnut,redsandyloams,25,22,71,304,eastgodavari,rabi,51,groundnutbudnecrosisdisease
groundnut,sandyclayloams,27,25,74,304,eastgodavari,rabi,56,stemrot
groundnut,clayloamysoils,30,24,75,304,eastgodavari,rabi,61,wilt
groundnut,redsandyloams,22,23,72,304,eastgodavari,rabi,41,anthracnose
groundnut,redsandyloams,71,29,86,792,westgodavari,kharif,71,tikkaleafspots
groundnut,redsandyloams,75,30,89,792,westgodavari,kharif,66,earlyleafspot
groundnut,redsandyloams,77,28,91,792,westgodavari,kharif,81,rust
groundnut,clayloams,79,27,93,792,westgodavari,kharif,86,collarrot
groundnut,clayloams,76,26,89,792,westgodavari,kharif,91,groundnutbudnecrosisdisease
groundnut,deltaicalluvial,73,29,88,792,westgodavari,kharif,71,rosette
groundnut,sandyalluvial,69,31,81,792,westgodavari,kharif,61,tikkaleafspots
groundnut,clayloams,74,27,86,239,westgodavari,rabi,61,lateleafspot
groundnut,redsandyloams,72,25,81,239,westgodavari,rabi,76,collarrot
groundnut,redsandyloams,70,26,79,239,westgodavari,rabi,71,rust
groundnut,clayloams,76,24,83,239,westgodavari,rabi,66,stemrot
groundnut,deltaicalluvial,75,24,86,239,westgodavari,rabi,61,tikkaleafspots
groundnut,redsandyloams,71,27,85,239,westgodavari,rabi,86,groundnutbudnecrosisdisease
groundnut,blackcottonsoils,75,28,89,685,krishna,kharif,71,tikkaleafspots
groundnut,blackcottonsoils,77,29,91,685,krishna,kharif,66,rust
groundnut,redloams,73,27,86,685,krishna,kharif,61,collarrot
groundnut,sandyclayloams,71,26,83,685,krishna,kharif,71,earlyleafspot
groundnut,redloams,74,28,88,685,krishna,kharif,76,groundnutbudnecrosisdisease
groundnut,sandyclayloams,72,29,87,685,krishna,kharif,69,rosette
groundnut,blackcottonsoils,77,25,81,250,krishna,rabi,71,lateleafspot
groundnut,blackcottonsoils,76,24,83,250,krishna,rabi,66,collarrot
groundnut,redloams,75,26,82,250,krishna,rabi,61,tikkaleafspots
groundnut,sandyclayloams,73,25,84,250,krishna,rabi,71,stemrot
groundnut,redloams,71,27,86,250,krishna,rabi,73,groundnutbudnecrosisdisease
groundnut,shallowredsoils,71,29,86,388,prakasam,kharif,71,tikkaleafspots
groundnut,deepblackcottonsoils,69,28,83,388,prakasam,kharif,61,collarrot
groundnut,shallowredsoils,73,27,85,393,prakasam,rabi,76,rust
groundnut,deepblackcottonsoils,67,29,79,393,prakasam,rabi,81,rosette
groundnut,sandyloamysoils,71,31,81,393,prakasam,rabi,66,groundnutbudnecrosisdisease
groundnut,redloams,70,29,82,388,prakasam,kharif,69,earlyleafspot
groundnut,blackcottonsoils,68,30,84,393,prakasam,rabi,73,lateleafspot
groundnut,sandyloamysoils,66,30,80,393,prakasam,rabi,71,stemrot
groundnut,redloams,69,28,89,438,chittoor,kharif,61,earlyleafspot
groundnut,redloams,73,29,92,438,chittoor,kharif,71,tikkadisease
groundnut,redsandy,67,30,86,438,chittoor,kharif,66,collarrot
groundnut,redloams,61,27,81,396,chittoor,rabi,56,rosette
groundnut,redloams,63,26,84,396,chittoor,rabi,61,budnecrosis
